"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",177,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",93,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",137,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",161,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",123,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",196,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",145,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",420,"B","Break"
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2010","2010",195340,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2011","2011",198694,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2012","2012",203261,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2013","2013",205514,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2014","2014",174313,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2015","2015",178366,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2016","2016",181715,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2017","2017",187345,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2018","2018",192263,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2019","2019",186801,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",193117,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",197336,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",203198,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",205446,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",174160,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",177404,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",180737,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",184906,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",189796,,
"NLD","Netherlands","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",184205,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",2223,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",1358,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",63,"B","Break"
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",68,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",153,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",962,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",978,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",2439,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",2467,,
"NLD","Netherlands","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",2596,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",91,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",70,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",18,"B","Break"
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",12,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",49,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",100,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",84,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",127,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",135,,
"NLD","Netherlands","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",381,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2010","2010",13621,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2011","2011",14039,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2012","2012",14272,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2013","2013",14563,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2014","2014",14786,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2015","2015",15210,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2016","2016",15764,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2017","2017",16368,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2018","2018",17025,,
"NZL","New Zealand","TNBD","Total number of doctors","TOT","Total","2019","2019",17697,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",7677,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",7928,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",8059,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",8228,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",8488,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",8803,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",9086,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",9426,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",9797,,
"NZL","New Zealand","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",10159,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",5944,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",6111,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",6213,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",6335,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",6298,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",6407,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",6678,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",6942,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",7228,,
"NZL","New Zealand","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",7538,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",1168,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",1218,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",1145,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",1063,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",947,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",854,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",973,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1026,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1055,,
"NZL","New Zealand","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1034,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2010","2010",42334,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2011","2011",44384,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2012","2012",44190,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2013","2013",44714,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2014","2014",45572,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2015","2015",47120,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2016","2016",48256,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2017","2017",48743,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2018","2018",50057,,
"NZL","New Zealand","TNBN","Total number of nurses","TOT","Total","2019","2019",50976,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",31537,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",33829,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",33416,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",33809,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",34382,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",35140,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",35362,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",36063,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",36942,,
"NZL","New Zealand","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",37418,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",10115,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",10532,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",10764,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",10885,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",11170,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",11972,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",12894,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",12680,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",13115,,
"NZL","New Zealand","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",13558,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",682,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",23,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",10,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",20,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",20,,
"NZL","New Zealand","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",8,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",1295,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",1304,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1240,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",1278,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",1426,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",1150,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",1267,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",1485,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",1305,,
"NZL","New Zealand","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",1959,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2010","2010",20061,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2011","2011",20681,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2012","2012",21185,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2013","2013",21821,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2014","2014",22692,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2015","2015",23040,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2016","2016",23917,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2017","2017",24906,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2018","2018",25700,,
"NOR","Norway","TNBD","Total number of doctors","TOT","Total","2019","2019",26452,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",12811,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",13092,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",13252,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",13580,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",13921,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",13986,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",14347,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",14752,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",15030,,
"NOR","Norway","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",15283,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",6902,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",7283,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",7639,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",7951,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",8462,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",8733,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",9263,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",9818,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",10302,,
"NOR","Norway","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",10794,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",348,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",306,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",294,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",290,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",309,,
"NOR","Norway","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",321,,
